Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT3,PM10,30/10/2017 10:00,28.3,ug/m3,R
CT3,PM10,30/10/2017 11:00,25.3,ug/m3,R
CT3,PM10,30/10/2017 12:00,24.5,ug/m3,R
CT3,PM10,30/10/2017 13:00,26.5,ug/m3,R
CT3,PM10,30/10/2017 14:00,20.7,ug/m3,R
CT3,PM10,30/10/2017 15:00,22.9,ug/m3,R
CT3,PM10,30/10/2017 16:00,20.5,ug/m3,R
CT3,PM10,30/10/2017 17:00,24.5,ug/m3,R
CT3,PM10,30/10/2017 18:00,27.1,ug/m3,R
CT3,PM10,30/10/2017 19:00,32.3,ug/m3,R
CT3,PM10,30/10/2017 20:00,33.3,ug/m3,R
CT3,PM10,30/10/2017 21:00,45.4,ug/m3,R
CT3,PM10,30/10/2017 22:00,26.5,ug/m3,R
CT3,PM10,30/10/2017 23:00,27.3,ug/m3,R
CT3,PM10,31/10/2017 00:00,20.7,ug/m3,R
CT3,PM10,31/10/2017 01:00,22.1,ug/m3,R
CT3,PM10,31/10/2017 02:00,16.9,ug/m3,R
CT3,PM10,31/10/2017 03:00,18.3,ug/m3,R
CT3,PM10,31/10/2017 04:00,9.6,ug/m3,R
CT3,PM10,31/10/2017 05:00,15.5,ug/m3,R
CT3,PM10,31/10/2017 06:00,12.9,ug/m3,R
CT3,PM10,31/10/2017 07:00,14.7,ug/m3,R
CT3,PM10,31/10/2017 08:00,25.5,ug/m3,R
CT3,PM10,31/10/2017 09:00,24.5,ug/m3,R
CT3,PM10,31/10/2017 10:00,27.3,ug/m3,R
CT3,PM10,31/10/2017 11:00,23.9,ug/m3,R
CT3,PM10,31/10/2017 12:00,36.9,ug/m3,R
CT3,PM10,31/10/2017 13:00,27.9,ug/m3,R
CT3,PM10,31/10/2017 14:00,19.9,ug/m3,R
CT3,PM10,31/10/2017 15:00,17.5,ug/m3,R
CT3,PM10,31/10/2017 16:00,25.3,ug/m3,R
CT3,PM10,31/10/2017 17:00,27.1,ug/m3,R
CT3,PM10,31/10/2017 18:00,29.5,ug/m3,R
CT3,PM10,31/10/2017 19:00,32.1,ug/m3,R
CT3,PM10,31/10/2017 20:00,29.5,ug/m3,R
CT3,PM10,31/10/2017 21:00,32.9,ug/m3,R
CT3,PM10,31/10/2017 22:00,29.5,ug/m3,R
CT3,PM10,31/10/2017 23:00,30.7,ug/m3,R
CT3,PM10,1/11/2017 0:00,29.3,ug/m3,R
CT3,PM10,1/11/2017 1:00,22.9,ug/m3,R
CT3,PM10,1/11/2017 2:00,21.3,ug/m3,R
CT3,PM10,1/11/2017 3:00,21.3,ug/m3,R
CT3,PM10,1/11/2017 4:00,22.1,ug/m3,R
CT3,PM10,1/11/2017 5:00,24.3,ug/m3,R
CT3,PM10,1/11/2017 6:00,29.7,ug/m3,R
CT3,PM10,1/11/2017 7:00,25.9,ug/m3,R
CT3,PM10,1/11/2017 8:00,33.7,ug/m3,R
CT3,PM10,1/11/2017 9:00,27.1,ug/m3,R
CT3,PM10,1/11/2017 10:00,24.9,ug/m3,R
CT3,PM10,1/11/2017 11:00,25.5,ug/m3,R
CT3,PM10,1/11/2017 12:00,22.5,ug/m3,R
CT3,PM10,1/11/2017 13:00,18.7,ug/m3,R
CT3,PM10,1/11/2017 14:00,22.3,ug/m3,R
CT3,PM10,1/11/2017 15:00,25.5,ug/m3,R
CT3,PM10,1/11/2017 16:00,22.7,ug/m3,R
CT3,PM10,1/11/2017 17:00,26.5,ug/m3,R
CT3,PM10,1/11/2017 18:00,24.3,ug/m3,R
CT3,PM10,1/11/2017 19:00,24.9,ug/m3,R
CT3,PM10,1/11/2017 20:00,26.9,ug/m3,R
CT3,PM10,1/11/2017 21:00,27.1,ug/m3,R
CT3,PM10,1/11/2017 22:00,25.1,ug/m3,R
CT3,PM10,1/11/2017 23:00,26.5,ug/m3,R
CT3,PM10,2/11/2017 0:00,31.3,ug/m3,R
CT3,PM10,2/11/2017 1:00,35.1,ug/m3,R
CT3,PM10,2/11/2017 2:00,32.5,ug/m3,R
CT3,PM10,2/11/2017 3:00,30.3,ug/m3,R
CT3,PM10,2/11/2017 4:00,35.5,ug/m3,R
CT3,PM10,2/11/2017 5:00,40.2,ug/m3,R
CT3,PM10,2/11/2017 6:00,34.7,ug/m3,R
CT3,PM10,2/11/2017 7:00,40.4,ug/m3,R
CT3,PM10,2/11/2017 8:00,50.6,ug/m3,R
CT3,PM10,2/11/2017 9:00,48.6,ug/m3,R
CT3,PM10,2/11/2017 10:00,52.4,ug/m3,R
CT3,PM10,2/11/2017 11:00,56.4,ug/m3,R
CT3,PM10,2/11/2017 12:00,55.2,ug/m3,R
CT3,PM10,2/11/2017 13:00,56.4,ug/m3,R
CT3,PM10,2/11/2017 14:00,54.2,ug/m3,R
CT3,PM10,2/11/2017 15:00,57,ug/m3,R
CT3,PM10,2/11/2017 16:00,47,ug/m3,R
CT3,PM10,2/11/2017 17:00,35.7,ug/m3,R
CT3,PM10,2/11/2017 18:00,36.9,ug/m3,R
CT3,PM10,2/11/2017 19:00,32.3,ug/m3,R
CT3,PM10,2/11/2017 20:00,46.2,ug/m3,R
CT3,PM10,2/11/2017 21:00,49.8,ug/m3,R
CT3,PM10,2/11/2017 22:00,43.8,ug/m3,R
CT3,PM10,2/11/2017 23:00,47.8,ug/m3,R
CT3,PM10,3/11/2017 0:00,50.6,ug/m3,R
CT3,PM10,3/11/2017 1:00,47.8,ug/m3,R
CT3,PM10,3/11/2017 2:00,38.8,ug/m3,R
CT3,PM10,3/11/2017 3:00,40,ug/m3,R
CT3,PM10,3/11/2017 4:00,40.4,ug/m3,R
CT3,PM10,3/11/2017 5:00,38.8,ug/m3,R
CT3,PM10,3/11/2017 6:00,38.6,ug/m3,R
CT3,PM10,3/11/2017 7:00,43,ug/m3,R
CT3,PM10,3/11/2017 8:00,46.6,ug/m3,R
CT3,PM10,3/11/2017 9:00,39.2,ug/m3,R
CT3,PM10,3/11/2017 10:00,34.5,ug/m3,R
CT3,PM10,3/11/2017 11:00,26.3,ug/m3,R
CT3,PM10,3/11/2017 12:00,22.1,ug/m3,R
CT3,PM10,3/11/2017 13:00,30.5,ug/m3,R
CT3,PM10,3/11/2017 14:00,22.3,ug/m3,R
CT3,PM10,3/11/2017 15:00,25.1,ug/m3,R
CT3,PM10,3/11/2017 16:00,28.5,ug/m3,R
CT3,PM10,3/11/2017 17:00,31.7,ug/m3,R
CT3,PM10,3/11/2017 18:00,39.6,ug/m3,R
CT3,PM10,3/11/2017 19:00,47.6,ug/m3,R
CT3,PM10,3/11/2017 20:00,62,ug/m3,R
CT3,PM10,3/11/2017 21:00,60.4,ug/m3,R
CT3,PM10,3/11/2017 22:00,54.2,ug/m3,R
CT3,PM10,3/11/2017 23:00,57.8,ug/m3,R
CT3,PM10,4/11/2017 0:00,60.2,ug/m3,R
CT3,PM10,4/11/2017 1:00,35.3,ug/m3,R
CT3,PM10,4/11/2017 2:00,29.1,ug/m3,R
CT3,PM10,4/11/2017 3:00,23.7,ug/m3,R
CT3,PM10,4/11/2017 4:00,34.9,ug/m3,R
CT3,PM10,4/11/2017 5:00,40.2,ug/m3,R
CT3,PM10,4/11/2017 6:00,34.1,ug/m3,R
CT3,PM10,4/11/2017 7:00,32.9,ug/m3,R
CT3,PM10,4/11/2017 8:00,34.1,ug/m3,R
CT3,PM10,4/11/2017 9:00,19.9,ug/m3,R
CT3,PM10,4/11/2017 10:00,9.2,ug/m3,R
CT3,PM10,4/11/2017 11:00,16.7,ug/m3,R
CT3,PM10,4/11/2017 12:00,3,ug/m3,R
CT3,PM10,4/11/2017 13:00,14.9,ug/m3,R
CT3,PM10,4/11/2017 14:00,5.2,ug/m3,R
CT3,PM10,4/11/2017 15:00,8.6,ug/m3,R
CT3,PM10,4/11/2017 16:00,12.5,ug/m3,R
CT3,PM10,4/11/2017 17:00,10.2,ug/m3,R
CT3,PM10,4/11/2017 18:00,8.6,ug/m3,R
CT3,PM10,4/11/2017 19:00,14.1,ug/m3,R
CT3,PM10,4/11/2017 20:00,26.9,ug/m3,R
CT3,PM10,4/11/2017 21:00,35.1,ug/m3,R
CT3,PM10,4/11/2017 22:00,27.7,ug/m3,R
CT3,PM10,4/11/2017 23:00,32.9,ug/m3,R
CT3,PM10,5/11/2017 0:00,36.3,ug/m3,R
CT3,PM10,5/11/2017 1:00,32.3,ug/m3,R
CT3,PM10,5/11/2017 2:00,25.1,ug/m3,R
CT3,PM10,5/11/2017 3:00,14.9,ug/m3,R
CT3,PM10,5/11/2017 4:00,13.7,ug/m3,R
CT3,PM10,5/11/2017 5:00,11.6,ug/m3,R
CT3,PM10,5/11/2017 6:00,7,ug/m3,R
CT3,PM10,5/11/2017 7:00,9.4,ug/m3,R
CT3,PM10,5/11/2017 8:00,17.5,ug/m3,R
CT3,PM10,5/11/2017 9:00,10.2,ug/m3,R
CT3,PM10,5/11/2017 10:00,13.9,ug/m3,R
CT3,PM10,5/11/2017 11:00,10.4,ug/m3,R
CT3,PM10,5/11/2017 12:00,7.6,ug/m3,R
CT3,PM10,5/11/2017 13:00,13.7,ug/m3,R
CT3,PM10,5/11/2017 14:00,2.4,ug/m3,R
CT3,PM10,5/11/2017 15:00,8.8,ug/m3,R
CT3,PM10,5/11/2017 16:00,12.7,ug/m3,R
CT3,PM10,5/11/2017 17:00,13.1,ug/m3,R
CT3,PM10,5/11/2017 18:00,20.9,ug/m3,R
CT3,PM10,5/11/2017 19:00,36.7,ug/m3,R
CT3,PM10,5/11/2017 20:00,46,ug/m3,R
CT3,PM10,5/11/2017 21:00,36.9,ug/m3,R
CT3,PM10,5/11/2017 22:00,32.7,ug/m3,R
CT3,PM10,5/11/2017 23:00,27.9,ug/m3,R
CT3,PM10,6/11/2017 0:00,28.9,ug/m3,R
CT3,PM10,6/11/2017 1:00,29.7,ug/m3,R
CT3,PM10,6/11/2017 2:00,28.7,ug/m3,R
CT3,PM10,6/11/2017 3:00,37.8,ug/m3,R
CT3,PM10,6/11/2017 4:00,35.3,ug/m3,R
CT3,PM10,6/11/2017 5:00,34.9,ug/m3,R
CT3,PM10,6/11/2017 6:00,33.3,ug/m3,R
CT3,PM10,6/11/2017 7:00,28.3,ug/m3,R
CT3,PM10,6/11/2017 8:00,37.1,ug/m3,R
CT3,PM10,6/11/2017 9:00,34.1,ug/m3,R
CT3,PM10,6/11/2017 10:00,26.9,ug/m3,R
CT3,PM10,6/11/2017 11:00,29.1,ug/m3,R
CT3,PM10,6/11/2017 12:00,17.3,ug/m3,R
CT3,PM10,6/11/2017 13:00,13.3,ug/m3,R
CT3,PM10,6/11/2017 14:00,9,ug/m3,R
CT3,PM10,6/11/2017 15:00,16.1,ug/m3,R
CT3,PM10,6/11/2017 16:00,17.7,ug/m3,R
CT3,PM10,6/11/2017 17:00,23.7,ug/m3,R
CT3,PM10,6/11/2017 18:00,23.1,ug/m3,R
CT3,PM10,6/11/2017 19:00,16.9,ug/m3,R
CT3,PM10,6/11/2017 20:00,23.7,ug/m3,R
CT3,PM10,6/11/2017 21:00,16.1,ug/m3,R
CT3,PM10,6/11/2017 22:00,13.5,ug/m3,R
CT3,PM10,6/11/2017 23:00,11.6,ug/m3,R
CT3,PM10,7/11/2017 0:00,11.4,ug/m3,R
CT3,PM10,7/11/2017 1:00,12.9,ug/m3,R
CT3,PM10,7/11/2017 2:00,15.3,ug/m3,R
CT3,PM10,7/11/2017 3:00,16.9,ug/m3,R
CT3,PM10,7/11/2017 4:00,20.3,ug/m3,R
CT3,PM10,7/11/2017 5:00,15.5,ug/m3,R
CT3,PM10,7/11/2017 6:00,9,ug/m3,R
CT3,PM10,7/11/2017 7:00,16.1,ug/m3,R
CT3,PM10,7/11/2017 8:00,15.9,ug/m3,R
CT3,PM10,7/11/2017 9:00,16.9,ug/m3,R
CT3,PM10,7/11/2017 10:00,22.9,ug/m3,R
CT3,PM10,7/11/2017 11:00,18.9,ug/m3,R
CT3,PM10,7/11/2017 12:00,22.5,ug/m3,R
CT3,PM10,7/11/2017 13:00,12.2,ug/m3,R
CT3,PM10,7/11/2017 14:00,15.9,ug/m3,R
CT3,PM10,7/11/2017 15:00,25.3,ug/m3,R
CT3,PM10,7/11/2017 16:00,23.5,ug/m3,R
CT3,PM10,7/11/2017 17:00,23.3,ug/m3,R
CT3,PM10,7/11/2017 18:00,21.3,ug/m3,R
CT3,PM10,7/11/2017 19:00,24.9,ug/m3,R
CT3,PM10,7/11/2017 20:00,13.1,ug/m3,R
CT3,PM10,7/11/2017 21:00,9.4,ug/m3,R
CT3,PM10,7/11/2017 22:00,7.4,ug/m3,R
CT3,PM10,7/11/2017 23:00,6.6,ug/m3,R
CT3,PM10,8/11/2017 0:00,13.5,ug/m3,R
CT3,PM10,8/11/2017 1:00,4.8,ug/m3,R
CT3,PM10,8/11/2017 2:00,7.2,ug/m3,R
CT3,PM10,8/11/2017 3:00,8.8,ug/m3,R
CT3,PM10,8/11/2017 4:00,7.2,ug/m3,R
CT3,PM10,8/11/2017 5:00,13.5,ug/m3,R
CT3,PM10,8/11/2017 6:00,18.7,ug/m3,R
CT3,PM10,8/11/2017 7:00,26.9,ug/m3,R
CT3,PM10,8/11/2017 8:00,22.5,ug/m3,R
CT3,PM10,8/11/2017 9:00,17.3,ug/m3,R
CT3,PM10,8/11/2017 10:00,19.3,ug/m3,R
CT3,PM10,8/11/2017 11:00,19.3,ug/m3,R
CT3,PM10,8/11/2017 12:00,21.7,ug/m3,R
CT3,PM10,8/11/2017 13:00,22.7,ug/m3,R
CT3,PM10,8/11/2017 14:00,22.1,ug/m3,R
CT3,PM10,8/11/2017 15:00,19.9,ug/m3,R
CT3,PM10,8/11/2017 16:00,18.1,ug/m3,R
CT3,PM10,8/11/2017 17:00,13.5,ug/m3,R
CT3,PM10,8/11/2017 18:00,19.5,ug/m3,R
CT3,PM10,8/11/2017 19:00,20.3,ug/m3,R
CT3,PM10,8/11/2017 20:00,19.1,ug/m3,R
CT3,PM10,8/11/2017 21:00,20.7,ug/m3,R
CT3,PM10,8/11/2017 22:00,21.3,ug/m3,R
CT3,PM10,8/11/2017 23:00,30.9,ug/m3,R
CT3,PM10,9/11/2017 0:00,26.9,ug/m3,R
CT3,PM10,9/11/2017 1:00,22.9,ug/m3,R
CT3,PM10,9/11/2017 2:00,17.7,ug/m3,R
CT3,PM10,9/11/2017 3:00,15.1,ug/m3,R
CT3,PM10,9/11/2017 4:00,14.5,ug/m3,R
CT3,PM10,9/11/2017 5:00,15.7,ug/m3,R
CT3,PM10,9/11/2017 6:00,9,ug/m3,R
CT3,PM10,9/11/2017 7:00,18.5,ug/m3,R
CT3,PM10,9/11/2017 8:00,21.5,ug/m3,R
CT3,PM10,9/11/2017 9:00,27.1,ug/m3,R
CT3,PM10,9/11/2017 10:00,23.1,ug/m3,R
CT3,PM10,9/11/2017 11:00,28.1,ug/m3,R
CT3,PM10,9/11/2017 12:00,36.1,ug/m3,R
CT3,PM10,9/11/2017 13:00,36.5,ug/m3,R
CT3,PM10,9/11/2017 14:00,29.7,ug/m3,R
CT3,PM10,9/11/2017 15:00,24.5,ug/m3,R
CT3,PM10,9/11/2017 16:00,30.1,ug/m3,R
CT3,PM10,9/11/2017 17:00,24.5,ug/m3,R
CT3,PM10,9/11/2017 18:00,28.5,ug/m3,R
CT3,PM10,9/11/2017 19:00,21.7,ug/m3,R
CT3,PM10,9/11/2017 20:00,22.7,ug/m3,R
CT3,PM10,9/11/2017 21:00,17.7,ug/m3,R
CT3,PM10,9/11/2017 22:00,21.9,ug/m3,R
CT3,PM10,9/11/2017 23:00,23.1,ug/m3,R
CT3,PM10,10/11/2017 0:00,21.3,ug/m3,R
CT3,PM10,10/11/2017 1:00,26.3,ug/m3,R
CT3,PM10,10/11/2017 2:00,20.3,ug/m3,R
CT3,PM10,10/11/2017 3:00,23.1,ug/m3,R
CT3,PM10,10/11/2017 4:00,18.9,ug/m3,R
CT3,PM10,10/11/2017 5:00,19.9,ug/m3,R
CT3,PM10,10/11/2017 6:00,15.9,ug/m3,R
CT3,PM10,10/11/2017 7:00,12.4,ug/m3,R
CT3,PM10,10/11/2017 8:00,20.9,ug/m3,R
CT3,PM10,10/11/2017 9:00,11.8,ug/m3,R
CT3,PM10,10/11/2017 10:00,20.9,ug/m3,R
CT3,PM10,10/11/2017 11:00,23.9,ug/m3,R
CT3,PM10,10/11/2017 12:00,25.7,ug/m3,R
CT3,PM10,10/11/2017 13:00,23.1,ug/m3,R
CT3,PM10,10/11/2017 14:00,18.1,ug/m3,R
CT3,PM10,10/11/2017 15:00,18.1,ug/m3,R
CT3,PM10,10/11/2017 16:00,17.7,ug/m3,R
CT3,PM10,10/11/2017 17:00,14.3,ug/m3,R
CT3,PM10,10/11/2017 18:00,20.9,ug/m3,R
CT3,PM10,10/11/2017 19:00,21.5,ug/m3,R
CT3,PM10,10/11/2017 20:00,22.3,ug/m3,R
CT3,PM10,10/11/2017 21:00,15.9,ug/m3,R
CT3,PM10,10/11/2017 22:00,21.9,ug/m3,R
CT3,PM10,10/11/2017 23:00,20.3,ug/m3,R
CT3,PM10,11/11/2017 0:00,26.9,ug/m3,R
CT3,PM10,11/11/2017 1:00,22.3,ug/m3,R
CT3,PM10,11/11/2017 2:00,18.3,ug/m3,R
CT3,PM10,11/11/2017 3:00,13.3,ug/m3,R
CT3,PM10,11/11/2017 4:00,16.3,ug/m3,R
CT3,PM10,11/11/2017 5:00,13.1,ug/m3,R
CT3,PM10,11/11/2017 6:00,11,ug/m3,R
CT3,PM10,11/11/2017 7:00,15.7,ug/m3,R
CT3,PM10,11/11/2017 8:00,12.9,ug/m3,R
CT3,PM10,11/11/2017 9:00,12.7,ug/m3,R
CT3,PM10,11/11/2017 10:00,17.1,ug/m3,R
CT3,PM10,11/11/2017 11:00,14.9,ug/m3,R
CT3,PM10,11/11/2017 12:00,11.2,ug/m3,R
CT3,PM10,11/11/2017 13:00,11.4,ug/m3,R
CT3,PM10,11/11/2017 14:00,5.8,ug/m3,R
CT3,PM10,11/11/2017 15:00,13.3,ug/m3,R
CT3,PM10,11/11/2017 16:00,7.2,ug/m3,R
CT3,PM10,11/11/2017 17:00,18.1,ug/m3,R
CT3,PM10,11/11/2017 18:00,14.1,ug/m3,R
CT3,PM10,11/11/2017 19:00,15.9,ug/m3,R
CT3,PM10,11/11/2017 20:00,29.5,ug/m3,R
CT3,PM10,11/11/2017 21:00,18.5,ug/m3,R
CT3,PM10,11/11/2017 22:00,25.3,ug/m3,R
CT3,PM10,11/11/2017 23:00,13.9,ug/m3,R
CT3,PM10,12/11/2017 0:00,21.1,ug/m3,R
CT3,PM10,12/11/2017 1:00,18.9,ug/m3,R
CT3,PM10,12/11/2017 2:00,13.9,ug/m3,R
CT3,PM10,12/11/2017 3:00,12.2,ug/m3,R
CT3,PM10,12/11/2017 4:00,13.1,ug/m3,R
CT3,PM10,12/11/2017 5:00,15.3,ug/m3,R
CT3,PM10,12/11/2017 6:00,6.8,ug/m3,R
CT3,PM10,12/11/2017 7:00,9.4,ug/m3,R
CT3,PM10,12/11/2017 8:00,8.2,ug/m3,R
CT3,PM10,12/11/2017 9:00,11.8,ug/m3,R
CT3,PM10,12/11/2017 10:00,6.8,ug/m3,R
CT3,PM10,12/11/2017 11:00,4.6,ug/m3,R
CT3,PM10,12/11/2017 12:00,5.6,ug/m3,R
CT3,PM10,12/11/2017 13:00,3,ug/m3,R
CT3,PM10,12/11/2017 14:00,3.8,ug/m3,R
CT3,PM10,12/11/2017 15:00,6.2,ug/m3,R
CT3,PM10,12/11/2017 16:00,9.8,ug/m3,R
CT3,PM10,12/11/2017 17:00,11.4,ug/m3,R
CT3,PM10,12/11/2017 18:00,6.8,ug/m3,R
CT3,PM10,12/11/2017 19:00,7.6,ug/m3,R
CT3,PM10,12/11/2017 20:00,13.5,ug/m3,R
CT3,PM10,12/11/2017 21:00,9.8,ug/m3,R
CT3,PM10,12/11/2017 22:00,14.7,ug/m3,R
CT3,PM10,12/11/2017 23:00,10.2,ug/m3,R
CT3,PM10,13/11/2017 00:00,9.8,ug/m3,R
CT3,PM10,13/11/2017 01:00,8,ug/m3,R
CT3,PM10,13/11/2017 02:00,6.2,ug/m3,R
CT3,PM10,13/11/2017 03:00,8,ug/m3,R
CT3,PM10,13/11/2017 04:00,10,ug/m3,R
CT3,PM10,13/11/2017 05:00,7.4,ug/m3,R
CT3,PM10,13/11/2017 06:00,12.9,ug/m3,R
CT3,PM10,13/11/2017 07:00,8,ug/m3,R
CT3,PM10,13/11/2017 08:00,12.9,ug/m3,R
CT3,PM10,13/11/2017 09:00,13.7,ug/m3,R
CT3,PM10,13/11/2017 10:00,18.1,ug/m3,R
CT3,PM10,13/11/2017 11:00,14.9,ug/m3,R
CT3,PM10,13/11/2017 12:00,19.9,ug/m3,R
CT3,PM10,13/11/2017 13:00,22.7,ug/m3,R
CT3,PM10,13/11/2017 14:00,13.3,ug/m3,R
CT3,PM10,13/11/2017 15:00,19.9,ug/m3,R
CT3,PM10,13/11/2017 16:00,17.9,ug/m3,R
CT3,PM10,13/11/2017 17:00,19.1,ug/m3,R
CT3,PM10,13/11/2017 18:00,16.1,ug/m3,R
CT3,PM10,13/11/2017 19:00,16.5,ug/m3,R
CT3,PM10,13/11/2017 20:00,16.9,ug/m3,R
CT3,PM10,13/11/2017 21:00,17.9,ug/m3,R
CT3,PM10,13/11/2017 22:00,19.9,ug/m3,R
CT3,PM10,13/11/2017 23:00,14.3,ug/m3,R
CT3,PM10,14/11/2017 00:00,12,ug/m3,R
CT3,PM10,14/11/2017 01:00,12.9,ug/m3,R
CT3,PM10,14/11/2017 02:00,9.4,ug/m3,R
CT3,PM10,14/11/2017 03:00,14.9,ug/m3,R
CT3,PM10,14/11/2017 04:00,11.8,ug/m3,R
CT3,PM10,14/11/2017 05:00,13.1,ug/m3,R
CT3,PM10,14/11/2017 06:00,14.5,ug/m3,R
CT3,PM10,14/11/2017 07:00,10,ug/m3,R
CT3,PM10,14/11/2017 08:00,21.1,ug/m3,R
CT3,PM10,14/11/2017 09:00,24.1,ug/m3,R
CT3,PM10,14/11/2017 10:00,26.3,ug/m3,R
CT3,PM10,14/11/2017 11:00,32.3,ug/m3,R
CT3,PM10,14/11/2017 12:00,31.9,ug/m3,R
CT3,PM10,14/11/2017 13:00,31.7,ug/m3,R
CT3,PM10,14/11/2017 14:00,35.7,ug/m3,R
CT3,PM10,14/11/2017 15:00,32.9,ug/m3,R
CT3,PM10,14/11/2017 16:00,28.3,ug/m3,R
CT3,PM10,14/11/2017 17:00,27.1,ug/m3,R
CT3,PM10,14/11/2017 18:00,30.3,ug/m3,R
CT3,PM10,14/11/2017 19:00,21.3,ug/m3,R
CT3,PM10,14/11/2017 20:00,30.9,ug/m3,R
CT3,PM10,14/11/2017 21:00,26.3,ug/m3,R
CT3,PM10,14/11/2017 22:00,19.1,ug/m3,R
CT3,PM10,14/11/2017 23:00,21.7,ug/m3,R
CT3,PM10,15/11/2017 00:00,13.3,ug/m3,R
CT3,PM10,15/11/2017 01:00,14.5,ug/m3,R
CT3,PM10,15/11/2017 02:00,21.5,ug/m3,R
CT3,PM10,15/11/2017 03:00,11.4,ug/m3,R
CT3,PM10,15/11/2017 04:00,13.7,ug/m3,R
CT3,PM10,15/11/2017 05:00,7.2,ug/m3,R
CT3,PM10,15/11/2017 06:00,12.9,ug/m3,R
CT3,PM10,15/11/2017 07:00,12.9,ug/m3,R
CT3,PM10,15/11/2017 08:00,19.1,ug/m3,R
CT3,PM10,15/11/2017 09:00,31.1,ug/m3,R
CT3,PM10,15/11/2017 10:00,30.5,ug/m3,R
CT3,PM10,15/11/2017 11:00,27.5,ug/m3,R
CT3,PM10,15/11/2017 12:00,43.4,ug/m3,R
CT3,PM10,15/11/2017 13:00,46.4,ug/m3,R
CT3,PM10,15/11/2017 14:00,40.8,ug/m3,R
CT3,PM10,15/11/2017 15:00,28.7,ug/m3,R
CT3,PM10,15/11/2017 16:00,32.7,ug/m3,R
CT3,PM10,15/11/2017 17:00,39.4,ug/m3,R
CT3,PM10,15/11/2017 18:00,41.6,ug/m3,R
CT3,PM10,15/11/2017 19:00,32.1,ug/m3,R
CT3,PM10,15/11/2017 20:00,32.7,ug/m3,R
CT3,PM10,15/11/2017 21:00,30.7,ug/m3,R
CT3,PM10,15/11/2017 22:00,27.3,ug/m3,R
CT3,PM10,15/11/2017 23:00,21.7,ug/m3,R
CT3,PM10,16/11/2017 00:00,25.3,ug/m3,R
CT3,PM10,16/11/2017 01:00,30.5,ug/m3,R
CT3,PM10,16/11/2017 02:00,22.1,ug/m3,R
CT3,PM10,16/11/2017 03:00,16.7,ug/m3,R
CT3,PM10,16/11/2017 04:00,12,ug/m3,R
CT3,PM10,16/11/2017 05:00,20.1,ug/m3,R
CT3,PM10,16/11/2017 06:00,19.5,ug/m3,R
CT3,PM10,16/11/2017 07:00,18.7,ug/m3,R
CT3,PM10,16/11/2017 08:00,23.5,ug/m3,R
CT3,PM10,16/11/2017 09:00,22.7,ug/m3,R
CT3,PM10,16/11/2017 10:00,20.5,ug/m3,R
CT3,PM10,16/11/2017 11:00,21.9,ug/m3,R
CT3,PM10,16/11/2017 12:00,25.9,ug/m3,R
CT3,PM10,16/11/2017 13:00,28.9,ug/m3,R
CT3,PM10,16/11/2017 14:00,22.5,ug/m3,R
CT3,PM10,16/11/2017 15:00,18.7,ug/m3,R
CT3,PM10,16/11/2017 16:00,21.1,ug/m3,R
CT3,PM10,16/11/2017 17:00,20.1,ug/m3,R
CT3,PM10,16/11/2017 18:00,17.3,ug/m3,R
CT3,PM10,16/11/2017 19:00,22.1,ug/m3,R
CT3,PM10,16/11/2017 20:00,24.9,ug/m3,R
CT3,PM10,16/11/2017 21:00,25.7,ug/m3,R
CT3,PM10,16/11/2017 22:00,17.7,ug/m3,R
CT3,PM10,16/11/2017 23:00,19.3,ug/m3,R
CT3,PM10,17/11/2017 00:00,19.5,ug/m3,R
CT3,PM10,17/11/2017 01:00,18.1,ug/m3,R
CT3,PM10,17/11/2017 02:00,21.3,ug/m3,R
CT3,PM10,17/11/2017 03:00,22.1,ug/m3,R
CT3,PM10,17/11/2017 04:00,23.9,ug/m3,R
CT3,PM10,17/11/2017 05:00,18.3,ug/m3,R
CT3,PM10,17/11/2017 06:00,26.9,ug/m3,R
CT3,PM10,17/11/2017 07:00,31.9,ug/m3,R
CT3,PM10,17/11/2017 08:00,40.4,ug/m3,R
CT3,PM10,17/11/2017 09:00,46.6,ug/m3,R
CT3,PM10,17/11/2017 10:00,39.8,ug/m3,R
CT3,PM10,17/11/2017 11:00,30.9,ug/m3,R
CT3,PM10,17/11/2017 12:00,22.1,ug/m3,R
CT3,PM10,17/11/2017 13:00,30.5,ug/m3,R
CT3,PM10,17/11/2017 14:00,15.7,ug/m3,R
CT3,PM10,17/11/2017 15:00,19.1,ug/m3,R
CT3,PM10,17/11/2017 16:00,33.9,ug/m3,R
CT3,PM10,17/11/2017 17:00,18.9,ug/m3,R
CT3,PM10,17/11/2017 18:00,18.5,ug/m3,R
CT3,PM10,17/11/2017 19:00,18.9,ug/m3,R
CT3,PM10,17/11/2017 20:00,26.9,ug/m3,R
CT3,PM10,17/11/2017 21:00,31.9,ug/m3,R
CT3,PM10,17/11/2017 22:00,24.7,ug/m3,R
CT3,PM10,17/11/2017 23:00,28.1,ug/m3,R
CT3,PM10,18/11/2017 00:00,16.5,ug/m3,R
CT3,PM10,18/11/2017 01:00,,ug/m3,R
CT3,PM10,18/11/2017 02:00,16.3,ug/m3,R
CT3,PM10,18/11/2017 03:00,10.2,ug/m3,R
CT3,PM10,18/11/2017 04:00,18.7,ug/m3,R
CT3,PM10,18/11/2017 05:00,16.9,ug/m3,R
